MTDT_INDEX,DTCT_UID,ROAD_POTHOLE,ROAD_CRACK,PLC_LTTD,PLC_LGTD,ROAD_INFO,DSTA_LGLD_INFO,DSTA_ADSTRD_INFO,IMG_CONF
8682,RAD04_240315160348_12364,1,0,36.3821455,127.3242538,대전광역시 유성구 죽동 641,죽동,노은2동,₩0
8677,RAD04_240315160025_12304,1,0,36.3823345,127.3233784,대전광역시 유성구 죽동 630,죽동,노은2동,₩0
8603,RAD04_240315151241_10842,1,0,36.3934307,127.3127439,대전광역시 유성구 반석동 689,반석동,노은3동,₩0
8597,RAD04_240315151052_10715,1,0,36.3953794,127.3104892,대전광역시 유성구 반석동 676,반석동,노은3동,₩0
8558,RAD04_240315150221_10350,1,0,36.4154359,127.2979932,대전광역시 유성구 안산동 284-1,안산동,노은2동,₩0
8549,RAD04_240315150117_10298,1,0,36.4180909,127.2958353,대전광역시 유성구 안산동 351-2,안산동,노은2동,₩0
8538,RAD04_240315145012_10158,1,0,36.4118586,127.2980415,대전광역시 유성구 안산동 257-2,안산동,노은2동,₩0
8524,RAD04_240315144517_9930,1,0,36.4230935,127.2959228,세종특별자치시 금남면 두만리 42-11,금남면,금남면,₩0
8523,RAD04_240315144515_9919,1,0,36.4232494,127.2957205,세종특별자치시 금남면 두만리 42-11,금남면,금남면,₩0
8522,RAD04_240315144508_9892,1,0,36.4237778,127.2950156,세종특별자치시 금남면 두만리 42-3,금남면,금남면,₩0
8521,RAD04_240315144504_9877,1,0,36.4240066,127.2947117,세종특별자치시 금남면 두만리 39-1,금남면,금남면,₩0
8519,RAD04_240315144501_9858,1,0,36.424371,127.2942183,세종특별자치시 금남면 두만리 52-8,금남면,금남면,₩0
8520,RAD04_240315144500_9856,1,0,36.424298,127.2943179,세종특별자치시 금남면 두만리 52-8,금남면,금남면,₩0
8518,RAD04_240315144459_9840,1,0,36.4244401,127.2941234,세종특별자치시 금남면 두만리 52-8,금남면,금남면,₩0
8517,RAD04_240315144451_9813,1,0,36.424851,127.2935734,세종특별자치시 금남면 두만리 581-10,금남면,금남면,₩0
8516,RAD04_240315144435_9786,1,0,36.42513,127.2930793,세종특별자치시 금남면 두만리 581-10,금남면,금남면,₩0
8508,RAD04_240315143838_9613,1,0,36.4046401,127.3058309,대전광역시 유성구 외삼동 441-1,외삼동,노은2동,₩0
8507,RAD04_240315143837_9612,1,0,36.4045878,127.305871,대전광역시 유성구 외삼동 441-4,외삼동,노은2동,₩0
8388,RAD04_240315140528_8172,1,0,36.3867309,127.3316777,대전광역시 유성구 하기동 618,하기동,노은2동,₩0
8247,RAD04_240315102559_5764,1,0,36.359924,127.3328281,대전광역시 유성구 장대동 288,장대동,온천2동,₩0
8114,RAD04_240315095835_4527,1,0,36.3894705,127.3015819,대전광역시 유성구 지족동 1104,지족동,노은3동,₩0
7910,RAD04_240315073206_1269,1,0,36.3607926,127.3406595,대전광역시 유성구 궁동 455,궁동,온천2동,₩0
7735,RAD04_240308160118_1619,1,0,36.383192,127.3207279,대전광역시 유성구 지족동 862-10,지족동,노은2동,₩0
7724,RAD04_240308154615_1371,1,0,36.3664857,127.3232562,대전광역시 유성구 노은동 613,노은동,노은1동,₩0
7654,RAD04_240308102400_15805,1,0,36.4142147,127.2981386,대전광역시 유성구 안산동 275-1,안산동,노은2동,₩0
7643,RAD04_240308101223_15663,1,0,36.3986968,127.3147334,대전광역시 유성구 외삼동 577,외삼동,노은2동,₩0
7548,RAD04_240308072015_13088,1,0,36.3602462,127.3485352,대전광역시 유성구 궁동 496,궁동,온천2동,₩0
7547,RAD04_240308071630_13021,1,0,36.3617674,127.3475369,대전광역시 유성구 궁동 438,궁동,온천2동,₩0
7458,RAD04_240307145503_10991,1,0,36.3744059,127.3052699,대전광역시 유성구 지족동 1060-1,지족동,노은3동,₩0
7457,RAD04_240307145453_10989,1,0,36.3745453,127.3050501,대전광역시 유성구 지족동 1060-1,지족동,노은3동,₩0
7456,RAD04_240307145355_10975,1,0,36.374596,127.3049595,대전광역시 유성구 지족동 1060-1,지족동,노은3동,₩0
7450,RAD04_240307144809_10688,1,0,36.3866109,127.3032463,대전광역시 유성구 지족동 1057,지족동,노은3동,₩0
7447,RAD04_240307142555_10512,1,0,36.3903367,127.2967964,대전광역시 유성구 반석동 499-2,반석동,노은3동,₩0
7391,RAD04_240307094356_8590,1,0,36.3684586,127.3192012,대전광역시 유성구 노은동 591,노은동,노은1동,₩0
7375,RAD04_240307092907_8089,1,0,36.3570904,127.3380879,대전광역시 유성구 장대동 293,장대동,온천2동,₩0
7374,RAD04_240307092848_8050,1,0,36.3571893,127.3385575,대전광역시 유성구 장대동 286-10,장대동,온천2동,₩0
7195,RAD04_240306155444_3273,1,0,36.3876842,127.3254523,대전광역시 유성구 하기동 597-1,하기동,노은2동,₩0
7194,RAD04_240306155407_3262,1,0,36.3872732,127.3257704,대전광역시 유성구 하기동 599,하기동,노은2동,₩0
7193,RAD04_240306155019_3258,1,0,36.387226,127.3257301,대전광역시 유성구 하기동 597-3,하기동,노은2동,₩0
7162,RAD04_240306145547_1977,1,0,36.3598201,127.3392838,대전광역시 유성구 장대동 373,장대동,온천2동,₩0
7161,RAD04_240306145541_1968,1,0,36.3594103,127.3393021,대전광역시 유성구 장대동 373,장대동,온천2동,₩0
7100,RAD04_240306100211_8833,1,0,36.4137939,127.2981846,대전광역시 유성구 안산동 273-2,안산동,노은2동,₩0
7090,RAD04_240306095311_8659,1,0,36.4034867,127.3115641,대전광역시 유성구 외삼동 582,외삼동,노은2동,₩0
7082,RAD04_240306094944_8490,1,0,36.3999679,127.3122242,대전광역시 유성구 외삼동 574-5,외삼동,노은2동,₩0
7081,RAD04_240306094943_8485,1,0,36.3999396,127.3122468,대전광역시 유성구 외삼동 574-5,외삼동,노은2동,₩0
7080,RAD04_240306094918_8474,1,0,36.3991151,127.3140179,대전광역시 유성구 외삼동 577,외삼동,노은2동,₩0
7079,RAD04_240306094915_8472,1,0,36.3989653,127.3142435,대전광역시 유성구 외삼동 574-5,외삼동,노은2동,₩0
7061,RAD04_240306093845_8223,1,0,36.387443,127.3184973,대전광역시 유성구 하기동 575,하기동,노은2동,₩0
7060,RAD04_240306093837_8210,1,0,36.3874912,127.3186007,대전광역시 유성구 하기동 576,하기동,노은2동,₩0
6900,RAD04_240305163312_3668,1,0,36.3621484,127.3354577,대전광역시 유성구 장대동 333,장대동,온천2동,₩0
6880,RAD04_240305160929_3115,1,0,36.3615682,127.3351341,대전광역시 유성구 장대동 63-2,장대동,온천2동,₩0
6810,RAD04_240305074247_7718,1,0,36.3611856,127.3534735,대전광역시 유성구 궁동 434,궁동,온천2동,₩0
6677,RAD04_240305065113_5463,1,0,36.3626943,127.3474261,대전광역시 유성구 궁동 438,궁동,온천2동,₩0
6676,RAD04_240305065112_5462,1,0,36.3626943,127.3474261,대전광역시 유성구 궁동 438,궁동,온천2동,₩0
6623,RAD04_240305063043_5158,1,0,36.3666778,127.3312545,대전광역시 유성구 장대동 116-5,장대동,온천2동,₩0
6601,RAD04_240305062608_5000,1,0,36.3736319,127.3193243,대전광역시 유성구 지족동 965,지족동,노은1동,₩0
6553,RAD04_240304152738_4040,1,0,36.3849263,127.3215201,대전광역시 유성구 하기동 585,하기동,노은2동,₩0
6422,RAD04_240304141215_1160,1,0,36.3609309,127.3530891,대전광역시 유성구 궁동 445,궁동,온천2동,₩0
5947,RAD04_240301061037_4588,1,0,36.3747976,127.3193131,대전광역시 유성구 지족동 965,지족동,노은1동,₩0
5704,RAD04_240229132202_1738,1,0,36.3775002,127.3059954,대전광역시 유성구 지족동 1062-1,지족동,노은3동,₩0
5647,RAD04_240229131443_1361,1,0,36.3644295,127.3084739,대전광역시 유성구 구암동 514,구암동,온천1동,₩0
5646,RAD04_240229131443_1357,1,0,36.3644295,127.3084739,대전광역시 유성구 구암동 514,구암동,온천1동,₩0
5613,RAD04_240229131015_1268,1,0,36.366928,127.3109622,대전광역시 유성구 노은동 413-3,노은동,노은1동,₩0
5564,RAD04_240229125119_299,1,0,36.3521803,127.3339143,대전광역시 유성구 구암동 635,구암동,온천1동,₩0
5560,RAD04_240229124816_188,1,0,36.3509413,127.3349733,대전광역시 유성구 구암동 638,구암동,온천1동,₩0
15739,RAD03_240908164016_2769,1,0,36.3623567,127.3568282,대전광역시 유성구 어은동 109,어은동,온천2동,0.8536
15725,RAD03_240908153142_1621,1,0,36.3403616,127.3087813,대전광역시 유성구 학하동 792,학하동,학하동,0.8457
15721,RAD03_240908152930_1523,1,0,36.3385493,127.316879,대전광역시 유성구 학하동 685-139,학하동,학하동,0.8741
15713,RAD03_240908152627_1348,1,0,36.3378753,127.325972,대전광역시 유성구 복용동 458,복용동,상대동,0.8522
15708,RAD03_240908151513_771,1,0,36.3454733,127.3389475,대전광역시 유성구 상대동 495,상대동,상대동,0.8512
15402,RAD03_240726105711_3894,1,0,36.3666797,127.3272001,대전광역시 유성구 노은동 74,노은동,노은1동,0.8468
15398,RAD03_240726102429_0,1,0,36.4069446,127.3732953,대전광역시 유성구 방현동 9-12,방현동,신성동,0.8437
15002,RAD03_240701153322_812,1,0,36.3685649,127.3137784,대전광역시 유성구 노은동 570,노은동,노은1동,0.8604
15001,RAD03_240701153307_747,1,0,36.369035,127.3142954,대전광역시 유성구 노은동 570,노은동,노은1동,0.8419
15000,RAD03_240701153247_658,1,0,36.3702158,127.3150586,대전광역시 유성구 노은동 570,노은동,노은1동,0.8552
14999,RAD03_240701152519_0,1,0,36.3804669,127.3165383,대전광역시 유성구 지족동 948,지족동,노은2동,0.8541
14998,RAD03_240701151810_118,1,0,36.3834115,127.3175792,대전광역시 유성구 지족동 926,지족동,노은3동,0.8491
14997,RAD03_240701151654_0,1,0,36.3802982,127.3164768,대전광역시 유성구 지족동 948,지족동,노은2동,0.8706
14996,RAD03_240627155251_12717,1,0,36.3614293,127.3564059,대전광역시 유성구 어은동 59-1,어은동,온천2동,0.8505
14995,RAD03_240627154812_12588,1,0,36.358084,127.3432458,대전광역시 유성구 봉명동 608,봉명동,온천1동,0.8455
14976,RAD03_240627113817_0,1,0,36.4248486,127.3936643,대전광역시 유성구 관평동 1288,관평동,관평동,0.8439
14959,RAD03_240626093426_0,1,0,36.3635934,127.3406701,대전광역시 유성구 궁동 335-27,궁동,온천2동,0.8442
14949,RAD03_240624160148_0,1,0,36.3636969,127.3603858,대전광역시 유성구 구성동 294-6,구성동,온천2동,0.8431
14946,RAD03_240624104603_1929,1,0,36.3972687,127.3550816,대전광역시 유성구 장동 363-7,장동,신성동,0.8422
14940,RAD03_240621101414_302,1,0,36.3558611,127.342136,대전광역시 유성구 봉명동 574,봉명동,온천1동,0.8761
14939,RAD03_240621101012_0,1,0,36.3607627,127.3542081,대전광역시 유성구 어은동 311,어은동,온천2동,0.8437
14938,RAD03_240620101552_12984,1,0,36.4079284,127.3762414,대전광역시 유성구 방현동 349-3,방현동,신성동,0.8467
14937,RAD03_240620101538_12934,1,0,36.4086694,127.3777816,대전광역시 유성구 화암동 109-11,화암동,신성동,0.8634
14936,RAD03_240620101405_12724,1,0,36.40644,127.3848902,대전광역시 유성구 화암동 57-3,화암동,신성동,0.8448
14935,RAD03_240620100633_12083,1,0,36.4127951,127.3880919,대전광역시 유성구 용산동 764,용산동,관평동,0.8487
14934,RAD03_240620100053_11887,1,0,36.4160065,127.3779992,대전광역시 유성구 화암동 203-7,화암동,신성동,0.8978
14933,RAD03_240620095110_10575,1,0,36.3982791,127.3571694,대전광역시 유성구 장동 364-4,장동,신성동,0.8824
14932,RAD03_240620094448_0,1,0,36.3907666,127.3318801,대전광역시 유성구 하기동 603,하기동,노은2동,0.8466
14931,RAD03_240620093108_9733,1,0,36.3900826,127.3237051,대전광역시 유성구 하기동 603,하기동,노은2동,0.8455
14930,RAD03_240620093033_9579,1,0,36.387186,127.3220784,대전광역시 유성구 하기동 603,하기동,노은2동,0.8587
14929,RAD03_240620092549_9110,1,0,36.3751776,127.3260698,대전광역시 유성구 노은동 138-39,노은동,노은1동,0.8458
14928,RAD03_240620092226_8914,1,0,36.3670016,127.3306055,대전광역시 유성구 장대동 116-10,장대동,노은1동,0.866
14927,RAD03_240620091933_0,1,0,36.363188,127.341817,대전광역시 유성구 궁동 351,궁동,온천2동,0.867
14926,RAD03_240619153338_8244,1,0,36.361265,127.3477629,대전광역시 유성구 궁동 33-6,궁동,온천2동,0.848
14925,RAD03_240619152943_8039,1,0,36.3651443,127.3383789,대전광역시 유성구 장대동 311,장대동,온천2동,0.8428
14924,RAD03_240619152844_0,1,0,36.3719043,127.3406138,대전광역시 유성구 궁동 331-2,궁동,온천2동,0.8546
14923,RAD03_240619152831_7878,1,0,36.3738357,127.3412357,대전광역시 유성구 궁동 114-1,궁동,온천2동,0.8458
14922,RAD03_240617144734_5693,1,0,36.3667677,127.3176666,대전광역시 유성구 노은동 602,노은동,노은1동,0.8572
14921,RAD03_240617143332_5024,1,0,36.364679,127.3380516,대전광역시 유성구 장대동 311,장대동,온천2동,0.848
14920,RAD03_240617143040_4683,1,0,36.3753099,127.3408985,대전광역시 유성구 죽동 799,죽동,온천2동,0.8458
14815,RAD03_240530154140_8495,1,0,36.4184857,127.3787951,대전광역시 유성구 덕진동 51-4,덕진동,신성동,0.8755
14789,RAD03_240529155254_10219,1,0,36.4457878,127.3853832,대전광역시 유성구 봉산동 714,봉산동,구즉동,0.8455
14786,RAD03_240529154903_9881,1,0,36.4422107,127.3850539,대전광역시 유성구 봉산동 산 37-4,봉산동,구즉동,0.8494
14784,RAD03_240529154810_9864,1,0,36.4428103,127.3855016,대전광역시 유성구 봉산동 973,봉산동,구즉동,0.8444
14767,RAD03_240528152724_3800,1,0,36.3602916,127.3443451,대전광역시 유성구 궁동 501,궁동,온천2동,0.8501
14604,RAD03_240513152753_85978,1,0,36.3502447,127.3479668,대전광역시 유성구 봉명동 1061,봉명동,원신흥동,0.872
14602,RAD03_240513152751_85965,1,0,36.3503694,127.3479733,대전광역시 유성구 봉명동 1061,봉명동,원신흥동,0.8659
14554,RAD03_240509155742_66417,1,0,36.3403448,127.3126916,대전광역시 유성구 학하동 827,학하동,학하동,0.8542
14540,RAD03_240509143002_65021,1,0,36.3395661,127.304557,대전광역시 유성구 학하동 793,학하동,학하동,0.8612
14539,RAD03_240509143001_65020,1,0,36.3394969,127.3045186,대전광역시 유성구 학하동 793,학하동,학하동,0.8514
14532,RAD03_240509111113_60629,1,0,36.3597807,127.3048398,대전광역시 유성구 덕명동 570,덕명동,학하동,0.8513
14526,RAD03_240509103557_59364,1,0,36.3633949,127.3412869,대전광역시 유성구 궁동 352,궁동,온천2동,0.8771
14508,RAD03_240508140528_51171,1,0,36.3554468,127.3353278,대전광역시 유성구 봉명동 570,봉명동,온천1동,0.8407
14502,RAD03_240508095057_47663,1,0,36.3605154,127.3531771,대전광역시 유성구 궁동 434,궁동,온천2동,0.8422
14486,RAD03_240507143953_0,1,0,36.3797173,127.3429689,대전광역시 유성구 신성동 산 40-28,신성동,신성동,0.8431
14483,RAD03_240507140421_45077,1,0,36.3633327,127.3414983,대전광역시 유성구 궁동 351,궁동,온천2동,0.8559
14481,RAD03_240507135256_43573,1,0,36.38559,127.3784667,대전광역시 유성구 도룡동 409,도룡동,신성동,0.8426
14479,RAD03_240507133110_43032,1,0,36.3845918,127.377755,대전광역시 유성구 도룡동 394-4,도룡동,신성동,0.8659
14475,RAD03_240507103444_41905,1,0,36.3605806,127.3499523,대전광역시 유성구 궁동 29-4,궁동,온천2동,0.8526
14469,RAD03_240503110256_35728,1,0,36.3710325,127.3271376,대전광역시 유성구 노은동 107-18,노은동,노은1동,0.8474
14468,RAD03_240503110249_0,1,0,36.3700012,127.3271469,대전광역시 유성구 노은동 107-37,노은동,노은1동,0.8514
14394,RAD03_240430133746_0,1,0,36.3900401,127.4053208,대전광역시 유성구 문지동 667,문지동,전민동,0.8479
14381,RAD03_240430103755_4566,1,0,36.3562525,127.3422689,대전광역시 유성구 봉명동 574,봉명동,온천1동,0.8402
14359,RAD03_240424100053_8227,1,0,36.341757,127.3388074,대전광역시 유성구 상대동 498,상대동,상대동,0.7911
14334,RAD03_240423142242_4234,1,0,36.360006,127.3280608,대전광역시 유성구 장대동 223-10,장대동,온천2동,0.7811
14333,RAD03_240423142120_3988,1,0,36.3581111,127.331416,대전광역시 유성구 장대동 211-9,장대동,온천2동,0.7919
14309,RAD03_240422143719_22655,1,0,36.374867,127.3296204,대전광역시 유성구 죽동 552-39,죽동,노은1동,₩0
14306,RAD03_240422143128_22164,1,0,36.3722565,127.3218832,대전광역시 유성구 지족동 976,지족동,노은1동,₩0
14304,RAD03_240422142840_21886,1,0,36.3755037,127.3227745,대전광역시 유성구 지족동 975,지족동,노은1동,₩0
14300,RAD03_240422142344_21548,1,0,36.3714329,127.3235289,대전광역시 유성구 노은동 599,노은동,노은1동,₩0
14289,RAD03_240422133417_0,1,0,36.3584505,127.3562375,대전광역시 유성구 봉명동 698,봉명동,온천1동,₩0
14278,RAD03_240419164714_12393,1,0,36.3595886,127.32908,대전광역시 유성구 장대동 220-3,장대동,온천2동,₩0
14271,RAD03_240419140835_8643,1,0,36.4070087,127.3732129,대전광역시 유성구 방현동 9-12,방현동,신성동,₩0
14184,RAD03_240419100410_2277,1,0,36.3939595,127.3503828,대전광역시 유성구 자운동 17-15,자운동,신성동,₩0
13005,RAD03_240329102642_44029,1,0,36.3568313,127.3466613,대전광역시 유성구 봉명동 637,봉명동,온천1동,₩0
12913,RAD03_240328094620_39398,1,0,36.3634859,127.3410776,대전광역시 유성구 궁동 352,궁동,온천2동,₩0
12912,RAD03_240328094206_39137,1,0,36.360928,127.3547032,대전광역시 유성구 어은동 311,어은동,온천2동,₩0
12888,RAD03_240327160352_35633,1,0,36.4652806,127.3965343,대전광역시 유성구 금고동 산 21,금고동,구즉동,₩0
12879,RAD03_240327155859_35379,1,0,36.4586442,127.3903297,대전광역시 유성구 금고동 산 21,금고동,구즉동,₩0
12878,RAD03_240327155858_35377,1,0,36.4586255,127.3902565,대전광역시 유성구 금고동 산 21,금고동,구즉동,₩0
12821,RAD03_240327135011_28630,1,0,36.2955885,127.3215133,대전광역시 서구 관저동 978-5,관저동,관저2동,₩0
12820,RAD03_240327135001_28602,1,0,36.2944116,127.3210602,대전광역시 서구 관저동 978-7,관저동,관저2동,₩0
12814,RAD03_240327134435_28131,1,0,36.2856584,127.3077602,대전광역시 유성구 방동 19-20,방동,진잠동,₩0
12761,RAD03_240327103811_25158,1,0,36.3545161,127.3388108,대전광역시 유성구 봉명동 529,봉명동,온천1동,₩0
12744,RAD03_240327102724_24612,1,0,36.3505336,127.3222749,대전광역시 유성구 구암동 337-1,구암동,온천1동,₩0
12733,RAD03_240327102538_24492,1,0,36.3486033,127.3231306,대전광역시 유성구 구암동 289,구암동,온천1동,₩0
12732,RAD03_240327102536_24489,1,0,36.3486314,127.3232744,대전광역시 유성구 구암동 221-4,구암동,온천1동,₩0
12729,RAD03_240327102510_24468,1,0,36.3483272,127.324071,대전광역시 유성구 구암동 222-1,구암동,온천1동,₩0
12691,RAD03_240327095446_24345,1,0,36.3485201,127.3258578,대전광역시 유성구 구암동 522-6,구암동,온천1동,₩0
12532,RAD03_240326143455_20976,1,0,36.3670986,127.319076,대전광역시 유성구 노은동 612,노은동,노은1동,₩0
12491,RAD03_240326120525_18197,1,0,36.4073273,127.3744373,대전광역시 유성구 방현동 2-1,방현동,신성동,₩0
12483,RAD03_240326115742_17593,1,0,36.4441744,127.4033977,대전광역시 대덕구 문평동 92,문평동,목상동,₩0
12480,RAD03_240326115354_17371,1,0,36.4497515,127.4212713,대전광역시 대덕구 석봉동 766,석봉동,석봉동,₩0
12479,RAD03_240326115353_17366,1,0,36.4497782,127.4213387,대전광역시 대덕구 석봉동 766,석봉동,석봉동,₩0
12478,RAD03_240326115350_17354,1,0,36.4498535,127.4215358,대전광역시 대덕구 석봉동 766,석봉동,석봉동,₩0
12477,RAD03_240326115349_17353,1,0,36.4498803,127.4216046,대전광역시 대덕구 석봉동 766,석봉동,석봉동,₩0
12475,RAD03_240326115249_17223,1,0,36.4509668,127.427948,대전광역시 대덕구 석봉동 388-1,석봉동,신탄진동,₩0
12473,RAD03_240326115107_17023,1,0,36.4459118,127.4296444,대전광역시 대덕구 신탄진동 733,신탄진동,신탄진동,₩0
12472,RAD03_240326114938_0,1,0,36.4436518,127.4334659,대전광역시 대덕구 신탄진동 272-2,신탄진동,신탄진동,₩0
12471,RAD03_240326113634_16821,1,0,36.4430664,127.4334039,대전광역시 대덕구 신탄진동 272-2,신탄진동,신탄진동,₩0
12470,RAD03_240326113632_16816,1,0,36.443074,127.4333858,대전광역시 대덕구 신탄진동 272-2,신탄진동,신탄진동,₩0
12467,RAD03_240326113603_0,1,0,36.4430078,127.4337313,대전광역시 대덕구 신탄진동 272-2,신탄진동,신탄진동,₩0
12466,RAD03_240326112736_16698,1,0,36.4434515,127.4335004,대전광역시 대덕구 신탄진동 272-2,신탄진동,신탄진동,₩0
12465,RAD03_240326104602_16638,1,0,36.4437076,127.4334665,대전광역시 대덕구 신탄진동 272-2,신탄진동,신탄진동,₩0
12463,RAD03_240326104458_16483,1,0,36.4448579,127.4301487,대전광역시 대덕구 신탄진동 745,신탄진동,신탄진동,₩0
12462,RAD03_240326104456_16464,1,0,36.4448868,127.4300601,대전광역시 대덕구 신탄진동 745,신탄진동,신탄진동,₩0
12460,RAD03_240326104417_16368,1,0,36.4420519,127.4295768,대전광역시 대덕구 신탄진동 264-64,신탄진동,덕암동,₩0
12459,RAD03_240326104416_16362,1,0,36.4419786,127.4295673,대전광역시 대덕구 신탄진동 264-64,신탄진동,덕암동,₩0
12456,RAD03_240326104329_16253,1,0,36.4421481,127.4284869,대전광역시 대덕구 덕암동 31,덕암동,덕암동,₩0
12453,RAD03_240326104241_16041,1,0,36.4441973,127.4255582,대전광역시 대덕구 덕암동 336,덕암동,덕암동,₩0
11866,RAD03_240325100310_10491,1,0,36.3662209,127.3325207,대전광역시 유성구 장대동 17-4,장대동,온천2동,₩0
11858,RAD03_240325095912_10354,1,0,36.368572,127.3178383,대전광역시 유성구 노은동 583,노은동,노은1동,₩0
11844,RAD03_240325095437_9928,1,0,36.3797111,127.3160106,대전광역시 유성구 지족동 948,지족동,노은2동,₩0
11367,RAD03_240322124905_4822,1,0,36.37332,127.3308548,대전광역시 유성구 죽동 564,죽동,노은1동,₩0
11322,RAD03_240322100540_1857,1,0,36.3484218,127.3353832,대전광역시 유성구 상대동 489,상대동,상대동,₩0
8461,RAD03_240315141933_5557,1,0,36.3439915,127.3062637,대전광역시 유성구 복용동 557-2,복용동,학하동,₩0
5108,RAD03_240228095716_411,1,0,36.3633423,127.3563738,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5106,RAD03_240228095715_411,1,0,36.3633553,127.3563531,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5059,RAD03_240228095536_136,1,0,36.3634022,127.3564505,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5058,RAD03_240228095536_0,1,0,36.3634022,127.3564505,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5056,RAD03_240228095503_95,1,0,36.3633393,127.3563843,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5054,RAD03_240228095503_93,1,0,36.3633393,127.3563843,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5055,RAD03_240228095503_0,1,0,36.3633393,127.3563843,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
5053,RAD03_240228095502_93,1,0,36.3633758,127.3563374,대전광역시 유성구 어은동 99,어은동,온천2동,₩0
15761,RAD02_240920152128_1951,1,0,36.3408826,127.3198701,대전광역시 유성구 복용동 175-3,복용동,상대동,0.8675
15750,RAD02_240920150052_30,1,0,36.3050871,127.2942619,대전광역시 유성구 성북동 761,성북동,진잠동,0.8517
15748,RAD02_240910095605_3052,1,0,36.3371305,127.3345333,대전광역시 유성구 상대동 498,상대동,상대동,0.8404
15696,RAD02_240906142652_433,1,0,36.4087304,127.3755045,대전광역시 유성구 화암동 99-6,화암동,신성동,0.8416
15669,RAD02_240806092522_19653,1,0,36.3624144,127.3561372,대전광역시 유성구 어은동 109,어은동,온천2동,0.8798
15661,RAD02_240805174140_19238,1,0,36.364056,127.3558003,대전광역시 유성구 어은동 99,어은동,온천2동,0.8404
15655,RAD02_240805173844_18913,1,0,36.369134,127.3504628,대전광역시 유성구 궁동 220,어은동,온천2동,0.8632
15648,RAD02_240805171556_18387,1,0,36.3940462,127.3504939,대전광역시 유성구 자운동 17-15,자운동,신성동,0.8871
15644,RAD02_240805171328_18270,1,0,36.3971543,127.3548409,대전광역시 유성구 장동 362-2,장동,신성동,0.8498
15637,RAD02_240805170944_17986,1,0,36.4119107,127.3779061,대전광역시 유성구 화암동 120-3,화암동,신성동,0.856
15630,RAD02_240805165159_17289,1,0,36.4182704,127.3788462,대전광역시 유성구 관평동 657-3,관평동,관평동,0.8534
15588,RAD02_240805104059_15947,1,0,36.3546954,127.3382101,대전광역시 유성구 봉명동 529,봉명동,온천1동,0.8438
15587,RAD02_240805103952_15754,1,0,36.353136,127.3369673,대전광역시 유성구 봉명동 534,봉명동,온천1동,0.8539
15546,RAD02_240801162922_12332,1,0,36.3848419,127.3785481,대전광역시 유성구 도룡동 409,도룡동,신성동,0.8514
15544,RAD02_240801101121_11989,1,0,36.3636454,127.3272178,대전광역시 유성구 장대동 231-2,장대동,온천2동,0.8491
15543,RAD02_240801101044_11973,1,0,36.3603685,127.3267128,대전광역시 유성구 장대동 223-20,장대동,온천2동,0.857
15514,RAD02_240801094346_11195,1,0,36.3604705,127.3031363,대전광역시 유성구 덕명동 555,덕명동,학하동,0.8414
15512,RAD02_240801094131_10973,1,0,36.3594928,127.3239981,대전광역시 유성구 장대동 295,장대동,온천2동,0.8498
15510,RAD02_240801093943_10898,1,0,36.358922,127.3287995,대전광역시 유성구 장대동 258,장대동,온천2동,0.8502
15499,RAD02_240801093134_10281,1,0,36.3585989,127.3374559,대전광역시 유성구 장대동 290,장대동,온천2동,0.8469
15492,RAD02_240801092842_10003,1,0,36.3595454,127.3429622,대전광역시 유성구 봉명동 601,봉명동,온천1동,0.846
15471,RAD02_240731150044_0,1,0,36.3624294,127.3562708,대전광역시 유성구 어은동 109,어은동,온천2동,0.8467
15470,RAD02_240731150038_8190,1,0,36.3623864,127.3561796,대전광역시 유성구 어은동 109,어은동,온천2동,0.8414
15466,RAD02_240730094242_7947,1,0,36.3585841,127.3371612,대전광역시 유성구 장대동 290,장대동,온천2동,0.8575
15442,RAD02_240729154719_6522,1,0,36.4458044,127.3853474,대전광역시 유성구 봉산동 714,봉산동,구즉동,0.8641
15430,RAD02_240729153853_0,1,0,36.4192753,127.37974,대전광역시 유성구 덕진동 산 14-3,덕진동,관평동,0.862
15367,RAD02_240725102042_2170,1,0,36.3598648,127.2932792,대전광역시 유성구 갑동 392-11,갑동,노은1동,0.8599
15322,RAD02_240723110053_45257,1,0,36.3042144,127.3203217,대전광역시 유성구 원내동 773,원내동,진잠동,0.8464
15321,RAD02_240723110053_0,1,0,36.3042144,127.3203217,대전광역시 유성구 원내동 773,원내동,진잠동,0.8664
15320,RAD02_240723110012_45161,1,0,36.3034721,127.3176269,대전광역시 유성구 원내동 773,원내동,진잠동,0.855
15319,RAD02_240723105840_45080,1,0,36.3025569,127.3156015,대전광역시 유성구 원내동 773,원내동,진잠동,0.8656
15318,RAD02_240723105821_45044,1,0,36.3010087,127.3153214,대전광역시 유성구 원내동 773,원내동,진잠동,0.8455
15317,RAD02_240723105815_45031,1,0,36.3006165,127.3154704,대전광역시 유성구 원내동 735,원내동,진잠동,0.8475
