Year,Month,Day,PLC_LTTD,PLC_LGTD
2024,2,13,36.3585467,127.3395623
2024,1,23,36.3947283,127.4064311
2024,1,23,36.3947396,127.4063573
2024,1,23,36.3947369,127.4064668
2024,1,19,36.3947088,127.4063607
2024,1,19,36.3947088,127.4063607
2024,1,19,36.4277407,127.3877235
2024,1,19,36.4278992,127.387323
2024,1,19,36.3987826,127.3580054
2024,1,19,36.398713,127.3578639
2024,1,19,36.384627,127.3434593
