월,도로,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00,총교통량
2024년 06월,둔산대로,431,275,215,208,306,820,"1,718","2,767","3,381","3,246","3,067","2,983","2,930","3,193","3,240","3,357","3,629","3,641","3,498","2,440","1,997","1,793","1,241",709,51085
2024년 06월,버드내길,536,338,271,308,469,"1,049","1,866","2,610","2,879","2,917","2,816","2,682","2,629","2,791","2,869","2,846","3,024","2,901","2,737","2,114","1,872","1,624","1,252",813,46213
2024년 06월,신갈마로,321,244,201,166,203,339,555,877,"1,020",964,932,893,916,911,872,921,"1,004","1,099","1,089",945,829,707,536,385,16929
2024년 06월,신탄진로,340,237,189,208,361,727,"1,301","2,110","2,286","1,872","1,804","1,791","1,796","1,917","1,958","2,044","2,177","2,423","2,166","1,397","1,120",922,709,513,32368
2024년 06월,엑스포로,325,218,156,139,176,405,717,"1,301","1,673","1,714","1,635","1,838","1,908","2,095","2,150","2,208","2,290","2,350","2,194","1,656","1,578","1,090",784,477,31077
2024년 06월,유성대로,420,295,219,210,252,560,"1,111","1,850","2,179","2,006","1,814","1,861","1,890","1,998","1,967","2,020","2,266","2,545","2,269","1,646","1,393","1,210",884,586,33451
2024년 06월,한밭대로,"1,029",709,535,502,627,"1,348","2,434","3,892","4,431","4,529","4,532","4,544","4,465","4,727","4,714","4,774","4,929","5,051","4,770","3,668","3,165","2,820","2,165","1,411",75771
2024년 06월,현충원로,278,201,164,169,255,744,"1,406","2,537","2,894","2,556","2,589","2,871","2,942","3,014","3,092","3,133","3,245","3,399","3,073","2,110","1,656","1,251",786,452,44817
2024년 06월,구즉세종로,373,230,186,247,370,899,"1,868","2,919","2,948","2,341","2,086","1,937","1,876","2,112","2,178","2,311","2,801","3,394","3,027","1,869","1,566","1,301",952,563,40354
2024년 06월,북유성대로,"1,047",696,495,436,584,"1,400","2,588","4,104","4,227","4,533","4,365","4,298","4,266","4,427","4,391","4,549","4,872","5,005","4,689","3,629","3,257","2,942","2,335","1,475",74610
2024년 06월,월드컵대로,195,157,135,128,165,534,"1,076","1,712","1,918","1,762","1,399","1,368","1,329","1,379","1,370","1,520","1,764","1,917","2,077","1,442",684,524,394,258,25207
2024년 06월,동부순환도로,83,70,63,65,82,209,362,583,767,597,534,540,563,569,571,606,686,798,739,452,258,237,156,105,9695
2024년 06월,한밭도서관길,132,93,78,81,136,310,597,947,"1,228","1,031","1,000","1,011",965,"1,048","1,079","1,113","1,169","1,272","1,198",741,591,490,376,243,16929
2024년 06월,갑천도시고속도로,853,543,427,538,752,"1,696","3,341","5,643","6,085","5,154","4,676","4,496","4,396","4,934","4,893","5,058","5,532","6,204","5,771","3,908","3,205","2,624","1,912","1,281",83922
2024년 06월,대둔산길(1),84,69,69,88,174,385,657,970,983,964,"1,044","1,006",936,"1,020","1,068","1,041","1,040","1,019",850,577,457,282,174,110,15067
2024년 06월,대학로(1),195,137,104,91,98,243,485,"1,048","1,581","1,319","1,142","1,223","1,247","1,297","1,241","1,273","1,411","1,500","1,468",990,675,551,412,272,20003
2024년 06월,배울1로,161,120,101,102,116,201,376,918,"1,161",812,704,690,712,750,748,794,918,"1,058","1,113",657,527,451,345,234,13769
2024년 06월,동서대로2,539,367,296,248,335,665,"1,266","1,913","2,575","2,402","2,233","2,151","2,108","2,246","2,290","2,391","2,643","2,788","2,733","1,992","1,787","1,538","1,155",733,39394
2024년 07월,가장로,501,367,271,228,306,610,"1,213","1,687","1,938","1,878","1,901","1,898","1,829","1,941","1,959","1,973","2,089","2,197","2,080","1,670","1,456","1,293","1,020",713,33018
2024년 07월,가정로,180,135,120,122,121,292,722,"1,643","2,581","2,065","1,261","1,619","1,568","1,456","1,278","1,444","1,813","2,459","2,234","1,291",907,705,477,277,26770
2024년 07월,계룡로,884,617,479,384,439,907,"1,737","2,859","3,399","3,313","3,226","3,294","3,203","3,400","3,377","3,428","3,549","3,757","3,707","2,957","2,679","2,436","1,895","1,249",57175
2024년 07월,계백로,790,513,370,329,400,830,"1,738","2,377","2,837","2,826","2,785","2,866","2,933","2,959","2,925","2,988","3,402","3,479","3,255","2,575","2,243","2,014","1,544","1,042",50020
2024년 07월,계족로,444,307,258,266,377,745,"1,297","1,887","2,098","1,910","1,902","1,898","1,917","1,956","1,998","2,028","2,145","2,199","2,066","1,561","1,390","1,195",920,645,33409
2024년 07월,구봉로,121,105,98,93,106,147,256,526,695,581,553,578,584,581,595,628,689,723,781,491,382,326,223,157,10019
2024년 07월,노은길,191,137,110,98,110,148,286,788,"1,000",857,773,837,894,931,916,939,"1,068","1,267","1,403",914,714,627,445,275,15728
2024년 07월,노은로,184,128,100,101,142,330,873,"2,003","2,352","1,897","1,393","1,398","1,427","1,545","1,505","1,640","2,047","2,569","2,424","1,411","1,059",851,542,290,28211
2024년 07월,대전로,474,265,226,240,300,620,"1,119","1,489","1,624","1,680","1,710","1,676","1,650","1,729","1,778","1,775","1,823","1,782","1,676","1,367","1,259","1,205",975,703,29145
2024년 07월,대종로,350,254,251,253,273,512,782,"1,184","1,467","1,371","1,414","1,458","1,520","1,630","1,664","1,626","1,705","1,742","1,724","1,208","1,045",892,708,480,25513
2024년 07월,대청길,90,69,57,57,72,145,298,566,574,528,576,654,711,746,736,710,740,748,711,533,458,330,215,135,10459
2024년 07월,동서로,674,488,397,351,458,953,"1,695","2,472","2,941","2,763","2,810","2,800","2,839","2,886","2,963","2,949","3,079","3,109","3,009","2,430","2,250","1,973","1,523","1,011",48823
2024년 07월,문지로,81,64,58,57,63,146,318,900,"1,106",695,455,523,521,532,493,563,720,917,857,463,319,242,169,106,10368
2024년 07월,문화로,191,138,113,104,146,308,582,913,"1,099","1,013","1,038","1,039","1,056","1,034","1,126","1,090","1,168","1,191","1,156",821,675,604,455,284,17344
2024년 07월,배재로,376,285,224,189,255,502,804,"1,217","1,358","1,335","1,220","1,236","1,248","1,337","1,297","1,355","1,483","1,574","1,565","1,201","1,031",945,746,518,23301
2024년 07월,벌곡길,93,74,67,77,87,177,345,725,741,647,643,620,593,657,704,729,712,819,777,408,298,221,189,103,10506
2024년 07월,보문로,234,179,141,134,199,348,715,"1,035","1,102","1,064","1,068","1,083","1,118","1,085","1,085","1,095","1,070","1,065","1,021",778,766,716,530,336,17967
2024년 07월,옥천길,118,101,92,86,115,243,487,951,"1,083",887,904,988,"1,007","1,109","1,126","1,124","1,215","1,363","1,278",732,603,416,276,162,16466
2024년 07월,우암로,171,122,105,93,159,310,516,912,"1,123",855,811,827,861,872,853,890,980,"1,096","1,150",783,647,550,434,279,15399
2024년 07월,자양로,414,311,239,203,230,393,703,"1,110","1,335","1,230","1,261","1,346","1,353","1,356","1,301","1,348","1,416","1,494","1,501","1,243","1,115",990,767,553,23212
2024년 07월,충무로,248,181,150,136,197,381,660,"1,080","1,490","1,263","1,264","1,326","1,348","1,365","1,411","1,404","1,525","1,599","1,553","1,031",949,857,575,352,22345
2024년 07월,가오동길,112,78,73,71,110,221,375,578,750,662,651,648,652,729,738,761,829,891,841,523,436,348,244,163,11484
2024년 07월,대덕대로,516,342,275,258,326,629,"1,315","2,296","2,577","2,469","2,195","2,335","2,258","2,407","2,439","2,600","2,880","3,214","2,927","2,114","1,850","1,533","1,186",738,41679
2024년 07월,도안대로,640,460,412,299,295,461,748,"1,587","1,756","1,648","1,427","1,375","1,328","1,404","1,416","1,462","1,699","1,851","1,616","1,298","1,713","1,567","1,258",923,28643
2024년 07월,도안동로,498,366,288,244,314,629,"1,314","2,257","2,448","2,128","1,856","1,792","1,795","1,889","1,946","2,069","2,201","2,250","2,226","1,660","1,466","1,303","1,008",684,34631
2024년 07월,도안중로,172,131,109,102,128,229,559,"1,013","1,285","1,080","1,004","1,060","1,095","1,105","1,155","1,232","1,374","1,432","1,423","1,036",740,624,428,265,18781
2024년 07월,둔산대로,409,258,205,205,301,771,"1,758","2,991","3,608","3,351","3,041","2,981","2,915","3,140","3,201","3,329","3,625","3,726","3,650","2,434","1,942","1,734","1,201",697,51473
2024년 07월,버드내길,487,311,254,291,434,971,"1,853","2,706","2,946","2,891","2,721","2,625","2,570","2,683","2,793","2,788","2,955","2,888","2,756","2,085","1,776","1,545","1,180",765,45274
2024년 07월,신갈마로,298,241,186,164,194,322,538,972,"1,102","1,006",912,870,900,910,911,906,"1,011","1,065","1,097",968,820,707,527,393,17020
2024년 07월,신탄진로,324,229,185,209,350,707,"1,324","2,282","2,470","1,904","1,785","1,768","1,782","1,913","1,957","2,045","2,179","2,516","2,358","1,423","1,122",895,693,503,32923
2024년 07월,엑스포로,300,201,146,131,171,394,732,"1,409","1,818","1,816","1,631","1,863","1,924","2,071","2,072","2,165","2,292","2,460","2,298","1,653","1,526","1,018",740,463,31294
2024년 07월,유성대로,387,263,209,199,242,535,"1,118","2,021","2,391","2,045","1,740","1,800","1,815","1,928","1,872","1,958","2,202","2,478","2,240","1,637","1,335","1,170",848,561,32994
2024년 07월,한밭대로,952,657,491,470,595,"1,227","2,304","3,897","4,435","4,400","4,324","4,381","4,281","4,525","4,578","4,705","4,932","5,151","4,938","3,657","3,080","2,738","2,111","1,368",74197
2024년 07월,현충원로,263,197,156,165,241,655,"1,358","2,645","2,971","2,419","2,414","2,729","2,811","2,870","2,845","2,865","3,105","3,326","3,310","1,985","1,533","1,134",728,418,43143
2024년 07월,구즉세종로,356,231,186,242,349,866,"1,977","3,232","3,274","2,442","2,030","1,816","1,788","2,041","2,066","2,195","2,673","3,461","3,290","1,930","1,534","1,256",935,554,40724
2024년 07월,북유성대로,925,607,443,400,540,"1,218","2,425","4,152","4,218","4,362","4,068","4,034","4,020","4,248","4,157","4,330","4,708","5,005","4,831","3,592","3,109","2,759","2,216","1,387",71754
2024년 07월,월드컵대로,188,152,135,129,153,470,"1,068","1,846","1,988","1,875","1,425","1,354","1,320","1,415","1,408","1,503","1,721","1,936","2,194","1,432",653,524,389,256,25534
2024년 07월,동부순환도로,80,66,61,64,87,177,373,617,802,572,517,539,551,578,554,609,696,799,784,424,254,221,146,101,9672
2024년 07월,한밭도서관길,128,91,82,80,136,306,625,"1,032","1,341","1,056","1,006","1,009",995,"1,062","1,099","1,139","1,202","1,359","1,311",802,603,502,375,248,17589
2024년 07월,갑천도시고속도로,754,480,380,502,677,"1,504","3,106","5,555","5,952","4,905","4,346","4,076","3,956","4,514","4,600","4,765","5,414","6,322","6,018","3,761","2,947","2,387","1,739","1,176",79836
2024년 07월,대둔산길(1),77,70,70,80,153,322,559,915,907,890,960,923,873,950,965,931,958,"1,010",829,535,409,263,172,113,13934
2024년 07월,대학로(1),173,126,95,87,91,228,514,"1,182","1,770","1,446","1,173","1,260","1,277","1,313","1,211","1,240","1,410","1,573","1,590",986,612,491,374,255,20477
2024년 07월,배울1로,157,116,100,104,115,199,390,"1,019","1,250",832,676,667,689,733,704,764,897,"1,097","1,225",671,513,456,343,233,13950
2024년 07월,동서대로2,513,352,282,240,326,618,"1,288","2,083","2,675","2,421","2,173","2,100","2,070","2,256","2,309","2,471","2,725","2,866","2,919","2,064","1,749","1,542","1,226",772,40040
2024년 08월,가장로,510,361,272,234,340,629,"1,198","1,703","1,921","1,879","1,957","1,944","1,870","1,964","1,971","1,992","2,113","2,192","2,048","1,710","1,475","1,260","1,015",714,33272
2024년 08월,가정로,184,135,118,112,134,287,710,"1,520","2,336","1,867","1,250","1,629","1,599","1,461","1,308","1,415","1,761","2,297","2,049","1,259",882,681,473,279,25746
2024년 08월,계룡로,908,643,484,394,462,894,"1,671","2,629","3,171","3,178","3,175","3,263","3,186","3,274","3,215","3,207","3,392","3,556","3,510","2,940","2,666","2,390","1,920","1,264",55392
2024년 08월,계백로,828,533,380,351,417,856,"1,720","2,361","2,837","2,849","2,808","2,887","2,953","2,953","2,899","2,941","3,336","3,463","3,212","2,612","2,261","1,974","1,537","1,052",50020
2024년 08월,계족로,476,318,255,252,396,738,"1,302","1,813","2,062","1,922","1,935","1,942","1,954","1,953","1,985","2,055","2,153","2,195","2,028","1,624","1,393","1,190",942,670,33553
2024년 08월,구봉로,122,107,101,94,111,150,254,473,609,571,553,582,579,563,577,606,676,704,756,503,371,304,217,150,9733
2024년 08월,노은길,189,138,112,98,114,148,283,733,958,875,819,901,945,942,922,952,"1,062","1,251","1,350",912,718,598,436,273,15729
2024년 08월,노은로,179,124,103,102,139,348,859,"1,870","2,137","1,770","1,396","1,440","1,475","1,551","1,514","1,639","2,001","2,448","2,273","1,402","1,053",810,536,283,27452
2024년 08월,대전로,551,296,250,263,327,631,"1,141","1,479","1,642","1,715","1,741","1,730","1,691","1,764","1,813","1,792","1,866","1,820","1,709","1,444","1,322","1,238","1,010",750,29985
2024년 08월,대종로,369,260,224,213,250,481,745,"1,078","1,396","1,354","1,395","1,443","1,456","1,556","1,581","1,573","1,657","1,710","1,669","1,225","1,080",923,736,495,24869
2024년 08월,대청길,93,72,58,58,79,164,318,559,577,562,613,684,747,763,747,705,728,750,716,554,442,325,227,140,10681
2024년 08월,동서로,732,512,403,367,497,"1,014","1,752","2,463","2,940","2,851","2,906","2,908","2,949","2,964","3,026","3,024","3,120","3,155","3,007","2,560","2,378","2,022","1,580","1,060",50190
2024년 08월,문지로,81,63,56,56,65,144,296,836,"1,002",640,451,522,525,515,484,547,665,841,772,434,301,228,163,104,9791
2024년 08월,문화로,238,161,125,120,173,352,631,913,"1,107","1,075","1,092","1,109","1,137","1,111","1,153","1,126","1,188","1,199","1,179",885,762,661,526,327,18350
2024년 08월,배재로,386,275,220,190,268,495,793,"1,163","1,336","1,304","1,204","1,218","1,232","1,283","1,299","1,346","1,460","1,597","1,539","1,214","1,029",909,726,503,22989
2024년 08월,벌곡길,94,73,72,77,107,220,337,682,708,623,661,637,593,655,749,778,763,811,760,431,276,214,168,106,10595
2024년 08월,보문로,246,189,151,141,217,394,703,928,"1,005","1,100","1,150","1,127","1,133","1,076","1,074","1,063","1,026","1,010","1,043",836,797,705,545,338,17997
2024년 08월,옥천길,125,100,90,89,119,277,525,920,"1,046",907,928,"1,041","1,055","1,130","1,146","1,156","1,250","1,399","1,249",768,606,406,272,172,16776
2024년 08월,우암로,178,125,103,97,167,322,533,870,"1,069",882,843,881,904,902,895,915,"1,036","1,142","1,162",818,648,541,428,283,15744
2024년 08월,자양로,433,332,252,225,255,419,720,"1,064","1,258","1,274","1,286","1,366","1,370","1,379","1,344","1,383","1,401","1,523","1,501","1,291","1,137","1,006",794,586,23599
2024년 08월,충무로,260,193,150,146,222,402,680,"1,074","1,554","1,412","1,400","1,410","1,458","1,474","1,456","1,490","1,607","1,671","1,531","1,095",962,849,597,370,23463
2024년 08월,가오동길,126,77,78,75,117,229,379,538,731,678,681,663,680,737,746,763,833,888,826,544,435,355,249,161,11589
2024년 08월,대덕대로,518,343,276,261,343,646,"1,333","2,305","2,564","2,441","2,222","2,347","2,268","2,386","2,441","2,594","2,864","3,196","2,891","2,134","1,844","1,485","1,160",726,41588
2024년 08월,도안대로,666,450,326,264,305,432,778,"1,601","1,868","1,773","1,528","1,457","1,365","1,380","1,410","1,498","1,752","1,893","1,616","1,655","1,714","1,503","1,202",868,29304
2024년 08월,도안동로,483,364,283,246,336,618,"1,292","2,174","2,445","2,156","1,889","1,843","1,821","1,903","1,962","2,056","2,168","2,211","2,189","1,670","1,434","1,255",955,649,34402
2024년 08월,도안중로,164,130,107,105,133,199,469,867,"1,061",933,902,929,985,"1,042","1,101","1,194","1,330","1,363","1,359",972,751,592,415,253,17356
2024년 08월,둔산대로,409,253,206,207,308,774,"1,745","2,877","3,490","3,328","3,057","3,046","2,970","3,186","3,222","3,335","3,561","3,683","3,538","2,444","1,930","1,678","1,157",687,51091
2024년 08월,버드내길,515,326,270,300,467,993,"1,845","2,594","2,890","2,930","2,798","2,683","2,614","2,746","2,825","2,790","2,959","2,877","2,742","2,062","1,789","1,522","1,199",789,45525
2024년 08월,신갈마로,302,240,188,165,189,315,542,975,"1,126","1,019",961,910,932,948,948,938,"1,055","1,123","1,153","1,036",823,721,525,392,17526
2024년 08월,신탄진로,335,237,193,220,374,720,"1,313","2,176","2,327","1,884","1,792","1,797","1,805","1,899","1,930","2,016","2,130","2,423","2,245","1,417","1,117",892,702,523,32467
2024년 08월,엑스포로,312,201,146,139,180,410,750,"1,346","1,744","1,750","1,651","1,887","1,956","2,099","2,111","2,213","2,283","2,411","2,227","1,712","1,549","1,012",731,458,31278
2024년 08월,유성대로,383,265,204,197,249,538,"1,111","1,920","2,256","1,982","1,766","1,837","1,856","1,927","1,861","1,912","2,142","2,389","2,144","1,618","1,317","1,110",814,534,32332
2024년 08월,한밭대로,987,672,516,494,633,"1,303","2,458","3,988","4,544","4,552","4,563","4,619","4,556","4,769","4,754","4,820","5,014","5,195","4,952","3,794","3,221","2,771","2,151","1,394",76720
2024년 08월,현충원로,269,190,162,171,274,708,"1,407","2,578","2,861","2,482","2,529","2,884","2,935","3,022","3,012","3,022","3,213","3,338","3,232","2,075","1,594","1,151",743,428,44280
2024년 08월,구즉세종로,373,233,188,256,386,871,"1,974","2,948","3,064","2,377","2,090","1,889","1,889","2,095","2,158","2,311","2,771","3,500","3,215","1,968","1,552","1,231",922,550,40811
2024년 08월,북유성대로,950,628,459,409,576,"1,298","2,500","4,125","4,276","4,445","4,263","4,197","4,204","4,301","4,239","4,451","4,722","4,967","4,775","3,664","3,137","2,734","2,189","1,369",72878
2024년 08월,월드컵대로,195,156,136,127,162,399,"1,040","1,686","1,987","1,852","1,402","1,296","1,259","1,308","1,320","1,466","1,748","1,976","2,123","1,242",640,524,402,262,24708
2024년 08월,동부순환도로,81,69,63,66,83,163,381,598,764,597,542,556,577,586,570,612,694,800,762,377,263,214,149,102,9669
2024년 08월,한밭도서관길,137,98,81,88,146,341,634,"1,012","1,325","1,096","1,038","1,073","1,017","1,098","1,120","1,153","1,234","1,344","1,295",822,615,529,398,259,17953
2024년 08월,갑천도시고속도로,807,513,405,520,751,"1,545","3,268","5,805","6,218","5,157","4,650","4,422","4,303","4,757","4,773","4,945","5,312","6,138","5,835","3,858","3,036","2,429","1,818","1,218",82483
2024년 08월,대둔산길(1),80,71,70,92,176,381,616,965,967,984,"1,103","1,062",975,"1,030","1,050","1,036","1,051","1,069",901,590,427,265,182,114,15257
2024년 08월,대학로(1),168,120,93,85,91,203,508,"1,118","1,674","1,382","1,156","1,267","1,285","1,313","1,228","1,254","1,386","1,519","1,522",874,591,462,358,243,19900
2024년 08월,배울1로,167,118,98,107,121,209,395,969,"1,176",820,696,682,709,740,714,773,910,"1,092","1,144",668,517,451,340,239,13855
2024년 08월,동서대로2,513,350,281,246,347,670,"1,303","1,960","2,625","2,496","2,296","2,207","2,182","2,285","2,307","2,456","2,665","2,813","2,835","2,130","1,695","1,462","1,135",710,39969
2024년 09월,가장로,496,368,282,244,318,633,"1,133","1,650","1,828","1,898","1,946","1,917","1,874","1,989","2,000","2,047","2,132","2,214","2,030","1,747","1,466","1,273",984,696,33165
2024년 09월,가정로,188,132,128,112,144,278,632,"1,426","2,215","1,792","1,236","1,502","1,492","1,395","1,283","1,425","1,735","2,146","1,932","1,213",853,680,467,268,24674
2024년 09월,계룡로,881,635,491,397,465,926,"1,668","2,685","3,178","3,193","3,224","3,255","3,147","3,291","3,339","3,371","3,546","3,735","3,633","3,086","2,644","2,362","1,862","1,226",56240
2024년 09월,계백로,789,520,380,338,393,836,"1,675","2,377","2,864","2,853","2,851","2,933","2,982","3,000","2,986","3,041","3,394","3,484","3,147","2,666","2,259","1,980","1,500","1,021",50269
2024년 09월,계족로,462,323,263,269,386,734,"1,260","1,799","2,018","1,932","1,965","1,976","1,984","2,035","2,058","2,111","2,208","2,145","2,014","1,648","1,384","1,185",930,660,33749
2024년 09월,구봉로,119,105,101,93,103,150,257,492,636,553,564,575,605,611,622,647,729,715,741,506,350,296,212,156,9938
2024년 09월,노은길,181,134,108,97,107,149,275,735,932,862,828,886,935,954,932,972,"1,070","1,223","1,315",922,697,583,419,260,15576
2024년 09월,노은로,181,126,103,102,137,330,785,"1,777","2,075","1,761","1,435","1,430","1,457","1,556","1,578","1,702","2,041","2,352","2,103","1,463","1,018",815,528,283,27138
2024년 09월,대전로,493,286,238,244,306,602,"1,068","1,410","1,563","1,629","1,692","1,673","1,635","1,714","1,749","1,774","1,797","1,754","1,663","1,429","1,283","1,183",963,691,28839
2024년 09월,대종로,357,267,232,202,238,489,730,"1,087","1,329","1,338","1,471","1,506","1,541","1,625","1,645","1,683","1,759","1,721","1,676","1,264","1,040",922,720,495,25337
2024년 09월,대청길,103,75,60,58,73,152,316,595,620,603,660,721,775,802,812,814,811,787,721,524,396,317,222,140,11157
2024년 09월,동서로,705,525,418,371,477,999,"1,694","2,395","2,830","2,825","2,917","2,893","2,966","2,991","3,068","3,057","3,155","3,074","3,017","2,642","2,311","2,002","1,553","1,037",49922
2024년 09월,문지로,80,63,57,56,63,138,278,776,944,631,438,502,506,501,484,544,672,816,745,440,296,231,164,108,9533
2024년 09월,문화로,218,157,120,113,165,334,570,871,"1,026","1,036","1,091","1,109","1,144","1,123","1,169","1,122","1,160","1,119","1,086",873,749,649,513,310,17827
2024년 09월,배재로,399,298,234,194,256,486,802,"1,213","1,343","1,379","1,289","1,285","1,306","1,381","1,376","1,433","1,498","1,611","1,517","1,251","1,074",948,750,528,23851
2024년 09월,벌곡길,90,80,69,74,91,173,334,663,758,678,722,737,694,764,834,879,854,885,800,441,262,213,171,110,11376
2024년 09월,보문로,239,179,152,132,195,374,656,963,917,"1,020","1,081","1,099","1,093","1,077","1,051","1,042",986,"1,043","1,014",888,772,684,502,331,17490
2024년 09월,옥천길,124,104,88,89,115,263,500,932,"1,082",950,985,"1,114","1,113","1,214","1,235","1,260","1,361","1,414","1,224",773,555,401,263,163,17322
2024년 09월,우암로,181,129,109,100,156,305,523,872,"1,079",886,867,881,911,940,935,983,"1,057","1,153","1,163",824,633,530,425,279,15921
2024년 09월,자양로,433,334,250,212,247,408,678,"1,051","1,294","1,278","1,308","1,395","1,416","1,423","1,366","1,433","1,467","1,535","1,519","1,296","1,131",992,787,579,23832
2024년 09월,충무로,260,197,158,147,203,404,666,"1,048","1,460","1,348","1,346","1,429","1,451","1,509","1,467","1,462","1,539","1,502","1,511","1,145",919,827,572,352,22922
2024년 09월,가오동길,121,80,75,70,104,210,347,527,679,652,690,687,697,769,776,807,856,895,817,544,420,354,249,157,11583
2024년 09월,대덕대로,543,366,297,282,347,665,"1,322","2,356","2,670","2,516","2,329","2,404","2,353","2,506","2,579","2,749","3,019","3,215","2,859","2,346","1,926","1,563","1,213",769,43194
2024년 09월,도안대로,626,451,338,271,296,476,904,"1,656","2,075","2,016","1,843","1,813","1,806","1,902","1,973","2,033","2,280","2,317","2,323","1,971","1,641","1,448","1,152",832,34443
2024년 09월,도안동로,470,354,279,247,319,586,"1,214","2,093","2,347","2,179","1,907","1,861","1,840","1,960","2,070","2,143","2,220","2,232","2,128","1,702","1,398","1,251",951,640,34391
2024년 09월,도안중로,169,129,111,104,128,180,452,933,"1,146",882,879,891,961,"1,033","1,100","1,212","1,331","1,349","1,304",941,714,590,406,260,17205
2024년 09월,둔산대로,410,266,218,213,305,734,"1,637","2,802","3,305","3,222","3,053","2,979","2,919","3,146","3,231","3,331","3,561","3,627","3,507","2,538","1,947","1,763","1,190",679,50583
2024년 09월,버드내길,501,327,267,298,451,954,"1,743","2,540","2,768","2,841","2,809","2,679","2,618","2,742","2,860","2,812","2,965","2,818","2,618","2,075","1,814","1,545","1,180",777,45002
2024년 09월,신갈마로,309,245,201,167,206,338,585,"1,049","1,176","1,064",993,997,"1,021","1,051","1,025","1,047","1,148","1,203","1,282","1,034",830,715,535,400,18621
2024년 09월,신탄진로,340,246,202,223,361,688,"1,253","2,093","2,269","1,889","1,853","1,863","1,859","1,964","2,030","2,100","2,195","2,423","2,214","1,456","1,114",899,712,522,32768
2024년 09월,엑스포로,299,197,148,139,170,399,700,"1,288","1,642","1,710","1,607","1,800","1,877","2,007","2,029","2,115","2,206","2,280","2,109","1,709","1,476",958,701,438,30004
2024년 09월,유성대로,384,271,211,201,244,525,"1,041","1,869","2,200","1,988","1,792","1,828","1,849","1,959","1,909","2,001","2,311","2,245","2,101","1,671","1,301","1,126",830,545,32402
2024년 09월,한밭대로,989,692,532,497,619,"1,248","2,347","3,916","4,408","4,547","4,586","4,590","4,554","4,809","4,814","4,892","5,009","5,122","4,798","3,888","3,227","2,810","2,146","1,399",76439
2024년 09월,현충원로,260,188,157,171,242,669,"1,335","2,574","2,974","2,598","2,624","2,872","2,953","3,036","2,967","3,010","3,150","3,297","3,001","2,010","1,486","1,122",745,428,43869
2024년 09월,구즉세종로,370,233,194,249,350,848,"1,832","2,776","2,941","2,402","2,145","2,018","2,014","2,214","2,302","2,458","2,970","3,549","3,062","2,077","1,570","1,247",939,557,41317
2024년 09월,북유성대로,939,627,476,419,547,"1,209","2,334","3,786","3,952","4,127","4,025","3,977","3,971","4,049","4,073","4,229","4,429","4,504","4,236","3,502","2,933","2,620","2,072","1,341",68377
2024년 09월,월드컵대로,204,165,143,135,164,296,952,"1,623","1,848","1,828","1,316","1,227","1,214","1,306","1,380","1,590","1,866","2,011","2,001","1,120",660,564,416,274,24303
2024년 09월,동부순환도로,84,70,64,63,86,149,331,571,814,588,559,568,580,612,609,647,748,799,639,341,277,238,162,110,9709
2024년 09월,한밭도서관길,132,97,85,88,139,315,602,933,"1,279","1,092","1,055","1,063","1,031","1,138","1,146","1,199","1,258","1,359","1,273",840,593,516,381,250,17864
2024년 09월,갑천도시고속도로,783,520,409,522,713,"1,491","3,079","5,444","5,863","4,998","4,517","4,334","4,259","4,718","4,787","4,924","5,263","5,941","5,525","3,871","3,001","2,373","1,760","1,184",80279
2024년 09월,대둔산길(1),80,71,74,94,152,338,588,908,901,869,976,977,923,970,"1,015",972,999,984,806,533,362,243,164,104,14103
2024년 09월,대학로(1),168,124,95,86,91,172,451,"1,043","1,599","1,361","1,153","1,203","1,236","1,272","1,212","1,217","1,355","1,465","1,343",733,582,458,359,241,19019
2024년 09월,배울1로,156,122,103,110,127,211,385,959,"1,162",811,684,660,701,752,737,816,933,"1,087","1,116",701,508,439,325,227,13832
2024년 09월,동서대로2,515,363,287,248,322,655,"1,275","2,011","2,604","2,418","2,261","2,165","2,155","2,278","2,326","2,509","2,749","2,819","2,853","2,367","1,889","1,587","1,135",723,40514
2024년 10월,가장로,486,351,272,232,314,625,"1,136","1,612","1,854","1,849","1,858","1,833","1,784","1,872","1,907","1,979","2,071","2,130","1,990","1,665","1,377","1,218",947,669,32031
2024년 10월,가정로,190,135,119,117,131,272,636,"1,412","2,201","1,861","1,254","1,492","1,495","1,399","1,304","1,434","1,743","2,183","1,957","1,203",826,662,459,281,24766
2024년 10월,계룡로,873,630,496,403,476,945,"1,750","2,720","3,190","3,282","3,247","3,280","3,176","3,408","3,451","3,488","3,648","3,810","3,683","3,102","2,624","2,327","1,804","1,215",57028
2024년 10월,계백로,787,515,381,342,397,827,"1,657","2,432","2,897","2,877","2,839","2,905","2,987","2,999","2,955","3,025","3,391","3,468","3,193","2,662","2,220","1,951","1,488","1,013",50208
2024년 10월,계족로,457,313,266,261,365,736,"1,254","1,819","2,010","1,930","1,928","1,918","1,946","2,018","2,055","2,120","2,177","2,166","2,038","1,616","1,374","1,163",909,643,33482
2024년 10월,구봉로,118,105,100,93,112,145,249,463,617,532,524,534,543,566,587,624,685,716,765,474,338,285,206,148,9529
2024년 10월,노은길,186,134,112,97,108,148,269,727,916,859,806,878,927,942,918,961,"1,068","1,186","1,283",909,679,568,416,256,15353
