Year,Month,Day,PLC_LTTD,PLC_LGTD,Grid_X,Grid_Y,Grid_ID
2024,3,17,36.3119104,127.319966,4,3,9
2024,3,17,36.311828,127.3199157,4,3,9
2024,3,17,36.3118023,127.3198672,4,3,9
2024,3,17,36.3117916,127.3198028,4,3,9
2024,3,16,36.354661,127.3467751,8,6,24
2024,3,16,36.3548934,127.3450196,8,6,24
2024,3,16,36.3548995,127.3449595,8,6,24
2024,3,16,36.3545529,127.3348949,8,5,23
2024,3,16,36.3542035,127.3362397,8,5,23
2024,3,16,36.3544591,127.3388065,8,5,23
2024,3,15,36.3441886,127.3075019,7,2,17
2024,3,8,36.2669382,127.284043,0,0,0
2024,3,8,36.3136688,127.3304695,4,4,10
2024,3,8,36.3137196,127.3305908,4,4,10
2024,3,8,36.3440671,127.2982349,7,1,16
2024,3,8,36.3012434,127.3202818,3,3,6
2024,3,7,36.3559006,127.3404032,8,5,23
2024,3,7,36.3558762,127.3406803,8,5,23
2024,3,7,36.3553716,127.341559,8,5,23
2024,3,7,36.3542852,127.3416156,8,5,23
2024,3,7,36.3554147,127.3414465,8,5,23
2024,3,7,36.3559003,127.3402426,8,5,23
2024,3,7,36.3551934,127.3451278,8,6,24
2024,3,7,36.3552479,127.3451532,8,6,24
2024,3,6,36.313541,127.3199752,4,3,9
2024,3,5,36.3552856,127.3428943,8,5,23
2024,3,4,36.3521,127.3302716,8,4,22
2024,3,4,36.3535651,127.3308599,8,4,22
2024,3,4,36.3570842,127.3400607,9,5,30
2024,3,2,36.3415461,127.3050923,7,2,17
2024,4,6,36.3683385,127.3179907,10,3,34
2024,4,6,36.3674616,127.3179857,10,3,34
2024,4,6,36.3655765,127.3176949,9,3,28
2024,4,5,36.3904063,127.3055335,12,2,53
2024,4,5,36.392619,127.3114878,12,2,53
2024,4,5,36.3675465,127.3179908,10,3,34
2024,4,5,36.367097,127.3197021,10,3,34
2024,4,5,36.3918426,127.3109502,12,2,53
2024,4,5,36.3731749,127.3193698,10,3,34
2024,4,5,36.3729046,127.3193593,10,3,34
2024,4,5,36.3626549,127.3345486,9,5,30
2024,4,5,36.381661,127.3434033,11,5,45
2024,4,5,36.3578944,127.3361749,9,5,30
2024,4,4,36.3815258,127.3247809,11,4,44
2024,4,4,36.3813227,127.3242128,11,4,44
2024,4,4,36.3850582,127.3207258,11,3,43
2024,4,4,36.3564434,127.3366242,8,5,23
2024,4,4,36.3908181,127.3317364,12,4,55
2024,4,4,36.3813703,127.3243784,11,4,44
2024,4,4,36.3815311,127.3248495,11,4,44
2024,4,4,36.3618602,127.357509,9,7,32
2024,3,26,36.3924971,127.311814,12,2,53
2024,3,26,36.393572,127.3126234,12,2,53
2024,3,26,36.3936933,127.3127063,12,2,53
2024,3,26,36.3630034,127.3350653,9,5,30
2024,3,26,36.3615256,127.3367959,9,5,30
2024,3,26,36.3667207,127.3224166,9,3,28
2024,3,26,36.3638067,127.3142335,9,3,28
2024,3,26,36.3686205,127.3177944,10,3,34
2024,3,26,36.3716754,127.3178069,10,3,34
2024,3,26,36.3718373,127.3157645,10,3,34
2024,3,26,36.3707474,127.3153722,10,3,34
2024,3,26,36.3706973,127.3153428,10,3,34
2024,3,26,36.3702105,127.3150465,10,3,34
2024,3,26,36.3654503,127.3226331,9,3,28
2024,3,26,36.3649255,127.3377002,9,5,30
2024,3,26,36.361462,127.3435213,9,5,30
2024,3,25,36.3929096,127.3114241,12,2,53
2024,3,25,36.3928438,127.311452,12,2,53
2024,3,25,36.3926193,127.3115274,12,2,53
2024,3,25,36.3633894,127.3158492,9,3,28
2024,3,25,36.3637051,127.3156038,9,3,28
2024,3,25,36.3663302,127.3155315,9,3,28
2024,3,25,36.3669699,127.3194037,10,3,34
2024,3,25,36.3602831,127.3475871,9,6,31
2024,3,25,36.3609922,127.3458582,9,6,31
2024,3,25,36.3610807,127.3456344,9,6,31
2024,3,25,36.3569944,127.3427585,9,5,30
2024,3,25,36.4102501,127.3002342,14,1,69
2024,3,25,36.4034926,127.3104053,13,2,62
2024,3,25,36.4034698,127.3102407,13,2,62
2024,3,25,36.3988263,127.3146315,13,3,63
2024,3,25,36.3986833,127.3149461,13,3,63
2024,3,25,36.3967094,127.312959,12,2,53
2024,3,25,36.396436,127.3142371,12,3,54
2024,3,25,36.3808791,127.3259708,11,4,44
2024,3,25,36.3631213,127.3402254,9,5,30
2024,3,25,36.3578843,127.3360467,9,5,30
2024,3,25,36.3578187,127.3335684,9,4,29
2024,3,25,36.357705,127.3335513,9,4,29
2024,3,25,36.3576372,127.3335392,9,4,29
2024,3,25,36.3579331,127.3363765,9,5,30
2024,3,25,36.358644,127.3351284,9,5,30
2024,3,25,36.3587926,127.3336676,9,4,29
2024,3,25,36.3594135,127.3353638,9,5,30
2024,3,25,36.3645854,127.3378221,9,5,30
2024,3,25,36.3660409,127.3519414,9,6,31
2024,3,25,36.3663175,127.332103,9,4,29
2024,3,25,36.3665114,127.3316635,9,4,29
2024,3,25,36.3721043,127.3216957,10,3,34
2024,3,24,36.3668323,127.3150418,9,3,28
2024,3,24,36.3638725,127.3169661,9,3,28
2024,3,24,36.3597827,127.3435896,9,5,30
2024,3,24,36.3598142,127.3436026,9,5,30
2024,3,24,36.3746277,127.356279,10,7,38
2024,3,24,36.3744368,127.3561441,10,7,38
2024,3,23,36.3751087,127.3260844,10,4,35
2024,3,23,36.3706302,127.3271548,10,4,35
2024,3,23,36.370444,127.3271596,10,4,35
2024,3,23,36.3695583,127.3271559,10,4,35
2024,3,23,36.3692296,127.3271627,10,4,35
2024,3,23,36.3778468,127.3787293,11,9,49
2024,3,23,36.369989,127.3234588,10,3,34
2024,3,23,36.3704256,127.3234617,10,3,34
2024,3,23,36.3721127,127.3217454,10,3,34
2024,3,22,36.3935438,127.3127071,12,2,53
2024,3,22,36.3925814,127.3115061,12,2,53
2024,3,22,36.3712802,127.323494,10,3,34
2024,3,22,36.3698752,127.3234894,10,3,34
2024,3,22,36.3619318,127.3371929,9,5,30
2024,3,22,36.3647811,127.3170002,9,3,28
2024,3,22,36.3878495,127.3099575,12,2,53
2024,3,22,36.3721896,127.3174811,10,3,34
2024,3,22,36.3588135,127.3395885,9,5,30
2024,3,22,36.3700646,127.3234103,10,3,34
2024,3,21,36.4101675,127.300512,14,1,69
2024,3,21,36.410186,127.30046,14,1,69
2024,3,21,36.3923987,127.3088371,12,2,53
2024,3,21,36.3917836,127.3118112,12,2,53
2024,3,21,36.3863873,127.3380045,11,5,45
2024,3,21,36.374705,127.3211138,10,3,34
2024,3,21,36.3747057,127.3210463,10,3,34
2024,3,20,36.3691698,127.3286026,10,4,35
2024,3,20,36.3690079,127.3286739,10,4,35
2024,3,20,36.3673105,127.3294025,10,4,35
2024,3,20,36.3672892,127.3294121,10,4,35
2024,3,20,36.3586328,127.3352517,9,5,30
2024,3,20,36.3658437,127.3325814,9,4,29
2024,3,20,36.365939,127.3325248,9,4,29
2024,3,20,36.3666807,127.33117,9,4,29
2024,3,20,36.3632938,127.3172028,9,3,28
2024,3,20,36.364075,127.3138529,9,2,27
2024,3,20,36.364075,127.3138529,9,2,27
2024,3,20,36.3664283,127.3127698,9,2,27
2024,3,20,36.3983185,127.3155252,13,3,63
2024,3,20,36.3984152,127.3153139,13,3,63
2024,3,20,36.3986666,127.3148267,13,3,63
